Textfile,Determination_Year,Sub_Header,Sub_Section,Cond_Category,EScore
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-4.txt,2016,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the projects to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-5.txt,2016,Water Management Plan,    The Proponent shall prepare a Water Management Plan for the projects to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP08_0184-Mod-3.txt,2016,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP08_0184-Mod-3.txt,2016,Water Management Plan,This plan must a be prepared in consultation with EPA DPI Water DRE and Council by suitably qualified and experienced persons whose appointment has been approved by the Secretary b be submitted to the Secretary for approval within 3 months of the date of final Orders being made by the Land and Environment Court in proceedings No. ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-12.txt,2016,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-2.txt,2016,Water Management Plan,The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/SSD-5170-MOD-2.txt,2016,Water Management Plan, The Applicant must prepare a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5170-MOD-2.txt,2016,Water Management Plan, a plan to respond to any exceedances of the groundwater assessment criteria.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-7.txt,2016,Site Water Management Plan, The Proponent shall prepare and implement a Site Water Management Plan for the project to the satisfaction of the DirectorGeneral. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-7.txt,2016,Cumbo Creek Relocation Plan, The Cumbo Creek Relocation Plan must include a a vision statement for the creek relocation b an assessment of the water quality ecological hydrological and geomorphic baseline conditions in Cumbo Creek c the detailed design and specifications for the creek relocation d a construction program for the creek relocation describing how the work would be staged and integrated with mining operations e a revegetation program for the relocated creek using a range of suitable native species f water quality ecological hydrological and geomorphic performance and completion criteria for the creek relocation based on the assessment of baseline conditions and g a program to monitor and maintain the water quality ecological hydrological and geomorphic integrity of the creek relocation.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-7.txt,2016,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of the Department of Housings Managing Urban Stormwater Soils and Construction manual b identify activities that could cause soil erosion and generate sediment c describe measures to minimise soil erosion and the potential for the transport of sediment to downstream waters d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to maintain the structures over time.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-7.txt,2016,Surface and Ground Water Response Plan, The Surface and Ground Water Response Plan must include a a protocol for the investigation notification and mitigation of any exceedances of the surface water stream health and groundwater impact assessment criteria b measures to mitigate andor compensate potentially affected landowners with privately owned groundwater bores within the predicted drawdown impact zone identified in the EA including provision of alternative long term supply of water to the affected landowner that is equivalent to the loss attributed to the project c measures to mitigate andor compensate potentially affected landowners for the loss of surface water flows in Wilpinjong Creek downstream of the open cut d measures to minimise prevent or offset groundwater leakage from the Wilpinjong Creek alluvial aquifer if the rate of leakage exceeds EA predictions  e measures to mitigate any direct hydraulic connection between the backfilled open cut and the Wilpinjong Creek and Cumbo Creek alluvium if the potential for adverse impacts is detected and f the procedures that would be followed if any unforeseen impacts are detected during the project.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-7.txt,2016,Surface and Ground Water Response Plan,Within 6 months of the Independent Environmental Audit see condition 7 in schedule 5 the Proponent shall update the Site Water Management Plan to the satisfaction of the DirectorGeneral.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-4.txt,2016,Water Management Plan, The Proponent must prepare a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-4.txt,2016,Water Management Plan, Groundwater Monitoring Program.  ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-4.txt,2016,Site Water Balance, water management on site and b investigate assess and report on measures to minimise water use by the project particularly potable water from the Wyong Shire town water supply.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-4.txt,2016,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of Managing Urban Stormwater Soils and Construction Landcom 2004 or its latest version b identify activities that could cause soil erosion and generate sediment c describe measures to minimise soil erosion and the potential for transport of sediment from the site d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to monitor and maintain the structures over time. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-4.txt,2016,Erosion and Sediment Control,Surface Water Monitoring Program  The Surface Water Monitoring Plan must include a detailed baseline data on surface water flows and quality in creeks and other waterbodies that could be affected by the project b surface water impact assessment criteria c a program to monitor the impact of the project on surface water flows and quality and d procedures for reporting the results of this monitoring.    ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-4.txt,2016,Groundwater Monitoring Program, The Groundwater Monitoring Program must include a detailed baseline data to benchmark the natural variation in groundwater levels yield and quality b groundwater impact assessment criteria c a program to monitor the impact of the project on groundwater levels yield and quality and  d procedures for reporting the results of this monitoring.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-7.txt,2016,Site Water Management Plan, The Proponent must prepare and a Site Water Management Plan for the project to the satisfaction of the Secretary.  ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-7.txt,2016,Site Water Management Plan, a Surface and Ground Water Response Plan.  ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-7.txt,2016,Site Water Balance, reporting procedures and b investigate and describe measures to minimise water use by the project.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-7.txt,2016,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of the Department of Housings Managing Urban Stormwater Soils and Construction manual b identify activities that could cause soil erosion and generate sediment c describe measures to minimise soil erosion and the potential for the transport of sediment to downstream waters d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to maintain the structures over time.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-7.txt,2016,Surface Water Monitoring, The Surface Water Management and Monitoring Plan must include a detailed baseline data on surface water flows and quality in creeks and other waterbodies that could potentially be affected by the project b surface water and stream health impact assessment criteria c a program to monitor surface water flows quality and impacts on water users upstream and downstream of the project in Anvil Creek Sandy Creek Big Flat Creek and Wybong Creek d a program to assess stream health conditions in Anvil Creek Sandy Creek Big Flat Creek and Wybong Creek  e a program to monitor channel stability in Anvil Creek Sandy Creek and Big Flat Creek  f reporting procedures for the results of the monitoring program  g a program to monitor and a strategy to minimise any saline water discharges to the Hunter River under the Protection of the Environment Operations Hunter River Salinity Trading Scheme Regulation h a Saline Dispersion Study for discharges to the Hunter River prepared and implemented to the satisfaction of the EPA and i a program to notify all downstream landowners within 2 kilometres of the discharge point prior to discharging saline water to the Hunter River.   ,3,0.26775
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-7.txt,2016,Groundwater Monitoring, the groundwater pressure response in the surrounding coal measures e procedures for the verification of the groundwater model and f reporting procedures for the results of the monitoring program and model verification.   ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-7.txt,2016,Surface and Ground Water Response Plan, The Surface and Ground Water Response Plan must include a a protocol for the investigation notification and mitigation of any exceedances of the surface water stream health and groundwater impact assessment criteria b measures to mitigate andor compensate potentially affected landowners with privately owned groundwater bores within the predicted drawdown impact zone identified in the EA including provision of alternative supply of water to the affected landowner that is equivalent to the loss attributed to the project c measures to mitigate andor compensate potentially affected landowners for the loss of surface water flows in Sandy Creek Big Flat Creek and Wybong Creek downstream of the project d measures to minimise prevent or offset groundwater leakage from the Big Flat Creek alluvial aquifer e measures to mitigate any direct hydraulic connection between the backfilled open cuts and the Big Flat Creek alluvium if the potential for adverse impacts is detected  f a contingency plan for isolating the Big Flat Creek alluvium from Anvil Creek alluvium and mining areas in the event that it is required and g the procedures that would be followed if any unforeseen impacts are detected during the project.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-5.txt,2016,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-5.txt,2016,Water Management Plan,This plan must be prepared in consultation with OEH DPI Water North West LLS and the CCC by suitably qualified and experienced persons whose appointment has been approved by the Secretary and be submitted to the Secretary for approval within 6 months of the date of this approval.   ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/MP08_0150-Mod-2.txt,2016,Surface Water Management Plan, The Proponent update and implement the Surface Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0150-Mod-2.txt,2016,Surface Water Management Plan, monitoring and reporting procedures including  collection of baseline data on surface water quality in creeks and other waterbodies that could potentially be affected by the project and  surface water and stream health impact assessment criteria.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850.txt,2016,Water Management Plan, The Applicant must prepare a Water Management Plan for the development. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-5581.txt,2016,Water Management Plan, Prior to carrying out any development under this consent unless the Secretary agrees otherwise the Applicant must prepare a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.2025
/home/admin/dockers/masters/data/pdfminer/search/SSD-5581.txt,2016,Independent Expert Review, As part of any Independent Environmental Audit of the development see condition 12 of schedule 6 the Applicant must commission an independent expert whose appointment has been endorsed by the Secretary to carry out a review of the Groundwater Management Plan for the development including the groundwater model. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-5581.txt,2016,Independent Expert Review,This review must include a a review of all available monitoring data b comparison of predicted and actual groundwater impacts and c review of the effectiveness of the Groundwater Management Plan for the development including the groundwater model.    ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-6.txt,2016,Mt Owen Bettys Creek Diversions, within 6 months of completing the second workings under these creek diversions and b provide a copy of these surveys to the Department within a month of the completion of each survey.  ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-6.txt,2016,Water Management Plan, The Proponent must prepare a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5170-MOD-3.txt,2016,Water Management Plan, The Applicant must prepare a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5170-MOD-3.txt,2016,Water Management Plan, a plan to respond to any exceedances of the groundwater assessment criteria.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP09_0176-Mod-3.txt,2016,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0176-Mod-3.txt,2016,Emu Creek and Bayswater Creek Diversions, Water certified by a practising engineer confirming that the reinstatedrehabilitated Emu Creek and Bayswater Creek are sufficiently hydraulically and geomorphologically stable prior to commissioning the reinstatedrehabilitated creeks.  ,4,0.595
/home/admin/dockers/masters/data/pdfminer/search/DA305-11-01-Mod-6.txt,2016,Water Supply, The Applicant shall ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.     ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-4.txt,2016,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the projects and if necessary adjust the scale of mining operations to match its water supply.  ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-4.txt,2016,Glennies Creek and Station Creek Alluvial Aquifers, The Proponent shall not undertake any open cut mining operations within 150 metres of the Glennies Creek alluvial aquifer or Station Creek alluvial aquifer without the prior written approval of the Secretary. ,4,0.4845
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-4.txt,2016,Glennies Creek and Station Creek Alluvial Aquifers,In seeking this approval the Proponent must consult with DPI Water and demonstrate to the satisfaction of the Secretary that adequate safeguards have been incorporated into the Surface and Groundwater Response Plan see below to minimise prevent andor adequately offset groundwater leakage from the alluvial aquifers.  ,4,0.27
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-5.txt,2016,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the projects and if necessary adjust the scale of mining operations to match its water supply.  ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-5.txt,2016,Glennies Creek and Station Creek Alluvial Aquifers, The Proponent shall not undertake any open cut mining operations within 150 metres of the Glennies Creek alluvial aquifer or Station Creek alluvial aquifer without the prior written approval of the Secretary. ,4,0.4845
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-5.txt,2016,Glennies Creek and Station Creek Alluvial Aquifers,In seeking this approval the Proponent must consult with DPI Water and demonstrate to the satisfaction of the Secretary that adequate safeguards have been incorporated into the Surface and Groundwater Response Plan see below to minimise prevent andor adequately offset groundwater leakage from the alluvial aquifers.  ,4,0.27
/home/admin/dockers/masters/data/pdfminer/search/MP08_0184-Mod-3.txt,2016,Remediation of the Goulbourn River Diversion, The Proponent shall remediate the Goulburn River Diversion to the satisfaction of the Secretary in general accordance with the proposed strategy in the EA.  ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-12.txt,2016,Water Supply, The Proponent shall ensure that a it has sufficient water for all stages of the project and if necessary adjust the scale of operations on site to match its available water supply and b any water supply constraints do not compromise any aspect of the environmental performance of the mine.   ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-12.txt,2016,Water Management Performance Measures, The Proponent shall comply with the performance measures in Table 14 to the satisfaction of the Secretary.     ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-2.txt,2016,Water Supply,The Proponent shall ensure that  a it has sufficient water for all stages of the project and if necessary adjust the scale of operations on site to match its available water supply and b any water supply constraints do not compromise any aspect of the environmental performance of the mine.   ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-2.txt,2016,Water Management Performance Measures,The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.   ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/SSD-5170-MOD-2.txt,2016,Water Supply, The Applicant must ensure that it has sufficient water during each stage of the development and if necessary adjust the scale of mining operations to match its available water supply.  ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-5170-MOD-2.txt,2016,Water Management Performance Measures, The Applicant must ensure mining operations comply with the performance measures in Table 12 to the satisfaction of the Secretary.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-7.txt,2016,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its licensed water entitlements to the satisfaction of the DirectorGeneral.  ,4,0.0961875
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-7.txt,2016,Water Supply, The Proponent must not use any licensable water from the Wybong Creek Water Source for mining purposes.   ,4,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-5.txt,2016,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations on site to match its available water supply to the satisfaction of the Secretary.       ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-5.txt,2016,Flood impacts Boggabri Rail Spur Line and Haul Road, The rail spur line rail spur bridges and any upgrade to the haul road must be designed and constructed to minimise impacts on flooding. ,4,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-5.txt,2016,Flood impacts Boggabri Rail Spur Line and Haul Road,Prior to construction of the rail spur line or any upgrades to the haul road the Proponent shall undertake a flood assessment of the detailed design to confirm there would be minimal impacts as predicted in the EA.   ,4,0.665
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850.txt,2016,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of operations on site to match its available water supply.  ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-5581.txt,2016,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of operations on site to match its available water supply.  ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-5581.txt,2016,Water Management Performance Measures, The Applicant must comply with the performance measures in Table 6 to the satisfaction of the Secretary.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-6.txt,2016,Water Supply, The Proponent must obtain all necessary water licences for the project under the Water Act 1912 or the Water Management Act The Proponent must ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.  ,4,0.10125
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-6.txt,2016,Water Management Performance Measures, The Proponent must comply with the performance measures in Table 11 to the satisfaction of the Secretary.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/SSD-5170-MOD-3.txt,2016,Water Supply, The Applicant must ensure that it has sufficient water during each stage of the development and if necessary adjust the scale of mining operations to match its available water supply.  ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-5170-MOD-3.txt,2016,Water Management Performance Measures, The Applicant must ensure mining operations comply with the performance measures in Table 12 to the satisfaction of the Secretary.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Site Water Management Plan, The Applicant must prepare a Site Water Management Plan for the development to the satisfaction of the Secretary.  ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Site Water Management Plan, a Surface and Ground Water Response Plan.     ,3,0
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Site Water Balance, offsite water transfers and b investigate and describe measures to minimise water use by the development.  ,3,0
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of Managing Urban Stormwater Soils and Construction Volume 1 and Volume 2E Mines and Quarries or its latest version b identify activities that could cause soil erosion and generate sediment including activities on waterfront land within 40 metres of a watercourse c describe measures to minimise soil erosion and the potential for the transport of sediment to downstream waters d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to maintain these structures over time.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Surface Water Monitoring, The Surface Water Management and Monitoring Plan must include a detailed baseline data on surface water flows and quality in creeks and other waterbodies that could potentially be affected by the development b surface water and stream health impact assessment criteria c a program to monitor surface water flows quality and impacts on water users upstream and downstream of the development in Bettys Creek Swamp Creek and Bowmans Creek d a program to assess stream health conditions in Bettys Creek Swamp Creek and Bowmans Creek  e a program to monitor channel stability in Bettys Creek Swamp Creek and Bowmans Creek and f reporting procedures for the results of the monitoring program.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Groundwater Monitoring, the groundwater pressure response in the surrounding coal measures e procedures for the verification of the groundwater model and f reporting procedures for the results of the monitoring program and model verification.   ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Surface and Ground Water Response Plan, The Surface and Ground Water Response Plan must include a a protocol for the investigation notification and mitigation of any exceedances of the surface water stream health and groundwater impact assessment criteria b measures to mitigate andor compensate potentially affected landowners for the loss of surface water flows in Bettys Creek Swamp Creek and Bowmans Creek downstream of the development c measures to minimise prevent or offset groundwater leakage from the Bettys Creek and Swamp Creek alluvial aquifers d measures to mitigate any direct hydraulic connection between the backfilled open cuts and the Bettys Creek and Swamp Creek alluvium if the potential for adverse impacts is detected and e the procedures that would be followed if any unforeseen impacts are detected during the development.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-8.txt,2016,Water Management Plan,  The Applicant must prepare a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-8.txt,2016,Water Management Plan, a site water balance for the development which includes details of sources and security of water supply on site water use and management and off site water transfers and investigates and describes measures to minimise water use by the development. ,3,0
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-8.txt,2016,Erosion and Sediment Control Plan, 1 The Applicant must prepare an Erosion and Sediment Control Plan. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-8.txt,2016,Erosion and Sediment Control Plan,This Plan must i be consistent with the requirements of the Managing Urban Stormwater Soils and Construction Manual Landcom 2004 or its latest version ii identify activities that could cause soil erosion and generate sediment iii describe measures to minimise soil erosion and the potential for transport of sediment to downstream waters iv describe the location function and capacity of erosion and sediment control structures and v describe what measures would be implemented to monitor and maintain the structures over time.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Bettys Creek and Swamp Creek Diversions, The Applicant must design construct maintain and rehabilitate the proposed diversion of Bettys Creek and Swamp Creek to the satisfaction of the Secretary.  ,4,0.45
/home/admin/dockers/masters/data/pdfminer/search/DA80952MOD3.txt,2016,Bettys Creek and Swamp Creek Diversions,Within one month of completing the construction of the Bettys Creek and Swamp Creek diversions the Applicant must submit an asexecuted report certified by a practising registered engineer to the Secretary and DPI Water.  ,4,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-8.txt,2016,Water Supply, 1 The Applicant must obtain all necessary water licences for the project under the Water Act 1912 or the Water Management Act 1 The Applicant must ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.    ,4,0.10125
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-8.txt,2016,Rixs Creek Diversion,  The Applicant must i liaise with DPI Water and meet their requirements for the design construction and maintenance of any diversion of Rixs Creek ii not divert Rixs Creek in the southern mining area iii not mine within 20m of the bank of Rixs Creek in Pit 2 and Pit Reasons To protect water quality in Rixs Creek and to provide for water management measures at the site.  ,4,1
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-3.txt,2017,Surface Water Discharges, The Proponent shall ensure that any surface water discharges of mine water from the site a are of equal or better quality than the receiving waters and  b comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-13.txt,2017,Water Pollution,Unless an EPL authorises otherwise the Proponent shall comply with section 120 of the POEO Act.   ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-13.txt,2017,Water Pollution,Water Management Performance Measures The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.   ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP10_0015-Mod-3.txt,2017,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-MOD-2.txt,2017,Water Pollution, Unless an EPL authorises otherwise the Applicant shall comply with Section 120 of the POEO Act.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-MOD-2.txt,2017,Sewage Management, The Applicant shall manage onsite sewage in accordance with NSW Environmental Guidelines Use of Effluent by Irrigation DEC 2004 and the National Guidelines for Sewerage Systems  Effluent Management ANZECC 1997 or its latest version to the satisfaction of EPA.  ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/SSD-5594-MOD-1.txt,2017,Water Pollution,Unless an EPL authorises otherwise the Applicant shall comply with section 120 of the POEO Act.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-8.txt,2017,Water Pollution, Unless an EPL or the EPA authorises otherwise the Proponent must comply with Section 120 of the POEO Act and the Protection of the Environment Operations Hunter River Salinity Trading Scheme Regulation A The Proponent must implement all reasonable and feasible measure on the site to minimise the need to discharge saline water to the Hunter River under the Hunter River Salinity Trading Scheme.  ,1,0.225
/home/admin/dockers/masters/data/pdfminer/search/SSD-5594-MOD-2.txt,2017,Water Pollution,Unless an EPL authorises otherwise the Applicant shall comply with section 120 of the POEO Act.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/SSD-5579-MOD-1.txt,2017,Water Pollution, Unless an EPL authorises otherwise the Applicant shall comply with Section 120 of the POEO Act.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/SSD-5579-MOD-1.txt,2017,Remediation of Soil Contamination, Within 4 months of the date of this consent unless otherwise agreed by the Secretary the Applicant shall commence a Phase 2 Contamination Assessment for the SCSS.   ,1,0.4275
/home/admin/dockers/masters/data/pdfminer/search/SSD-5579-MOD-1.txt,2017,Remediation of Soil Contamination,The Applicant shall manage the remediation of the SCSS and the Kerosene Vale Coal Stockpile Area to the satisfaction of the EPA.  ,1,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-6.txt,2017,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-6.txt,2017,Surface Water Discharges, annual soil balances to manage soil handling including direct respreading and stockpiling  b maximise the salvage of suitable topsoils and subsoils and biodiversity habitat components such as bush rocks tree hollows and fallen timber for rehabilitation of disturbed areas within the site and for enhancement of biodiversity offset areas c ensure that coal reject or any potentially acid forming interburden materials must not be emplaced at elevations within the Boggabri pit shell where they may promote acid or sulphate species generation and migration beyond the pit shell d ensure that any coal barrier between the final void and any future surrounding mining operations must remain intact in order to impede exchange of any contained groundwaters in the Boggabri pit shell.  ,1,1
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-5.txt,2017,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-7.txt,2017,Surface Water Discharges, The Proponent must ensure that all surface water discharges from the site comply with the a discharge limits both volume and quality set for the project in any EPL or b relevant provisions of the POEO Act or Protection of the Environment Operations Hunter River Salinity Trading Scheme Regulation Creek Diversions  The Proponent must carry out the proposed diversions of Bettys Creek and Main Creek in the project area to the satisfaction of the Secretary.  ,1,0.405
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-7.txt,2017,Surface Water Discharges,Within 6 months of completing the construction of the diversions the Proponent must submit to the satisfaction of the Secretary and DPI Water an asexecuted report certified by a practising engineer confirming that the diversions are hydraulically and geomorpholigically stable.  ,1,0.126
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-7.txt,2017,Creek Diversions, The Proponent must carry out the proposed diversions of Bettys Creek and Main Creek in the project area to the satisfaction of the Secretary.  ,1,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0101-Mod-7.txt,2017,Creek Diversions,Within 6 months of completing the construction of the diversions the Proponent must submit to the satisfaction of the Secretary and DPI Water an asexecuted report certified by a practising engineer confirming that the diversions are hydraulically and geomorpholigically stable.  ,1,0.126
